date,close,volume
2026-05-11 11:00:00,15.0000,1348869
2026-05-12 11:00:00,16.5000,796858
2026-05-13 11:00:00,18.1400,1376483
2026-05-14 11:00:00,19.9700,609787
2026-05-15 11:00:00,21.2300,3930031
2026-05-18 11:00:00,19.1100,593952
