date,close,volume
2021-05-18 10:37:07,24.4400,105000
2021-05-19 11:03:02,24.0800,43000
2021-05-20 10:38:20,24.0000,1000
2021-05-24 10:38:30,24.0000,4000
2021-05-25 10:39:29,22.6900,45500
2021-05-26 10:40:21,22.1000,40500
2021-05-27 10:39:02,23.0000,26000
2021-05-28 11:37:31,23.9900,9000
2021-05-31 10:39:14,24.3300,67500
2021-06-01 10:41:57,24.0000,29500
2021-06-02 10:40:22,24.0000,10000
2021-06-03 10:41:17,23.5400,6500
2021-06-04 11:38:13,24.8500,70000
2021-06-07 10:40:36,24.0000,29000
2021-06-08 10:41:38,23.5000,26500
2021-06-09 10:40:52,24.5000,20500
2021-06-10 10:39:51,23.1100,3500
2021-06-11 12:00:52,24.8400,31500
2021-06-14 11:02:09,26.7000,22000
2021-06-15 10:42:10,27.0500,82000
2021-06-16 10:42:21,27.0000,85500
2021-06-17 10:41:28,28.1300,163000
2021-06-18 11:37:45,28.0000,50500
2021-06-21 10:39:45,27.5000,48500
2021-06-22 11:04:49,28.0000,50000
2021-06-24 10:39:25,27.0000,88500
2021-06-25 11:36:34,25.1500,33500
2021-06-28 10:39:23,25.7000,7000
2021-06-29 11:02:25,25.6600,39000
2021-06-30 10:40:14,26.7500,4000
2021-07-02 12:00:56,28.7100,135000
2021-07-05 11:08:02,28.9000,5500
2021-07-06 11:05:59,31.0600,163500
2021-07-07 10:39:06,31.9100,35500
2021-07-08 10:38:34,34.0000,190000
2021-07-09 11:36:55,35.5000,68000
2021-07-12 11:02:30,37.2500,60000
2021-07-13 11:01:36,36.0100,58500
2021-07-14 11:01:20,33.4300,32500
2021-07-15 10:38:18,33.4500,436000
2021-07-16 12:14:33,34.7200,224500
2021-07-19 10:39:50,36.7900,127500
2021-07-23 11:36:36,38.6400,62000
2021-07-26 11:00:44,38.5000,49000
2021-07-27 11:01:10,35.9000,38000
2021-07-28 11:03:46,35.1100,32500
2021-07-29 11:12:16,35.3300,2000
2021-07-30 11:36:24,35.9900,500
2021-08-03 10:38:01,33.7500,4500
2021-08-04 11:01:32,31.8800,26000
2021-08-05 11:01:14,30.1300,59500
2021-08-06 12:07:56,30.1100,9000
2021-08-09 11:09:29,29.5100,1000
2021-08-10 11:04:25,28.1100,8500
2021-08-11 11:03:18,27.1500,23500
2021-08-12 11:03:09,25.7200,57000
2021-08-13 11:35:54,26.0300,35500
2021-08-16 10:37:25,27.5000,46000
2021-08-17 11:00:13,28.8900,19000
2021-08-20 12:01:08,29.5900,2000
2021-08-23 11:00:39,29.0400,597500
2021-08-24 10:37:51,30.7200,445000
2021-08-25 11:03:52,30.8400,319500
2021-08-26 10:37:23,31.1000,39500
2021-08-27 12:02:12,32.0000,5500
2021-08-30 10:38:03,31.0000,19500
2021-08-31 10:37:54,31.0000,4000
2021-09-01 10:39:00,31.8000,10000
2021-09-02 11:05:11,30.8400,64500
2021-09-03 12:03:05,29.7200,81000
2021-09-07 11:04:15,28.2000,48500
2021-09-08 11:03:12,29.5500,44000
2021-09-09 11:02:29,29.8800,32000
2021-09-10 11:36:36,30.8400,81000
2021-09-13 11:00:56,32.9000,3000
2021-09-14 10:38:02,32.5000,18000
2021-09-15 11:01:22,30.1900,127500
2021-09-16 11:01:26,30.7900,101000
2021-09-17 11:35:36,30.3000,13500
2021-09-20 11:02:06,29.2200,45500
2021-09-21 10:35:38,27.6100,7000
2021-09-22 11:07:16,27.3000,5000
2021-09-23 11:02:03,26.8700,6500
2021-09-24 12:00:01,24.8700,94000
2021-09-27 11:04:33,24.2700,6000
2021-09-28 11:05:27,24.8800,109500
2021-09-29 10:36:39,24.6500,35500
2021-09-30 10:35:24,25.9900,17000
2021-10-01 12:01:19,27.3900,5500
2021-10-04 10:36:04,27.0000,500
2021-10-05 10:42:16,26.0700,1500
2021-10-07 11:00:30,26.5000,500
2021-10-11 11:01:13,24.6400,1500
2021-10-12 11:10:59,23.8900,11000
2021-10-13 11:02:33,22.1000,32500
2021-10-14 11:08:22,21.6400,14000
2021-10-15 11:35:33,22.5900,133000
2021-10-20 10:35:58,23.0000,2000
2021-10-21 10:36:07,22.4700,15500
2021-10-22 11:35:43,23.2900,3000
2021-10-25 13:00:00,23.2900,0
2021-10-29 13:00:00,24.3800,2000
2021-11-02 10:37:09,23.8300,4000
2021-11-04 10:38:08,24.8800,1500
2021-11-05 12:00:13,23.0200,127000
2021-11-09 10:36:28,22.0000,11500
2021-11-11 11:03:38,22.0000,500
2021-11-12 12:02:07,21.4300,10000
2021-11-15 11:04:39,21.5000,2500
2021-11-16 11:01:03,21.9000,5000
2021-11-17 10:36:08,20.6500,8000
2021-11-22 11:00:35,20.8000,9000
2021-11-24 10:36:09,20.1700,20500
2021-11-29 11:00:27,20.7600,4000
2021-11-30 11:01:37,19.3800,10500
2021-12-01 11:08:40,19.0100,7500
2021-12-02 10:35:54,18.5000,1000
2021-12-06 11:02:11,17.2000,500
2021-12-07 11:00:49,18.2200,6500
2021-12-13 11:01:06,18.5200,11000
2021-12-14 11:02:07,18.9400,12000
2021-12-15 10:34:54,19.7900,13500
2021-12-16 11:00:34,19.3900,2500
2021-12-17 12:01:33,20.7500,25000
2021-12-20 10:37:28,20.2200,13000
2021-12-21 10:37:33,21.4900,4000
2021-12-29 11:00:42,19.8800,7000
2021-12-30 11:01:39,20.2900,2500
2021-12-31 12:07:13,20.3900,10000
2022-01-03 11:08:18,18.8700,59000
2022-01-04 11:01:41,19.3900,3000
2022-01-10 11:01:14,19.1400,5000
2022-01-12 11:02:55,19.0000,2000
2022-01-13 11:02:44,19.8900,4000
2022-01-17 11:01:37,19.0000,500
2022-01-18 11:02:11,17.7800,3000
2022-01-24 11:04:24,17.9800,500
2022-01-27 10:35:48,17.9800,500
2022-01-28 12:02:19,18.8900,2000
2022-01-31 10:37:10,18.0100,500
2022-02-02 10:36:42,19.0900,1000
2022-02-03 11:01:15,19.4500,6000
2022-02-04 12:00:46,19.0000,2500
2022-02-07 11:01:01,18.0000,5500
2022-02-08 11:01:25,18.7000,500
2022-02-09 11:13:07,19.9700,331500
2022-02-10 11:01:55,20.1400,134000
2022-02-11 11:36:56,20.6600,3500
2022-02-16 11:00:55,19.3000,33000
2022-02-17 11:04:33,18.8900,120000
2022-02-21 10:35:52,18.0200,1000
2022-02-22 11:04:04,17.9200,11000
2022-02-23 11:01:12,17.8900,1500
2022-02-24 11:01:41,16.5500,4500
2022-02-25 12:00:51,16.0500,12500
2022-02-28 10:34:49,15.0100,1000
2022-03-01 10:36:13,16.0000,2500
2022-03-02 10:36:59,16.5000,10000
2022-03-07 11:01:12,16.6200,5000
2022-03-08 10:34:47,16.1000,6000
2022-03-09 10:36:00,16.9800,3000
2022-03-10 10:35:16,17.5900,1500
