date,close,volume
2021-02-08 15:42:31,27.4600,576000
2021-02-09 16:03:36,27.7100,885000
2021-02-10 16:04:13,27.4600,1131500
2021-02-11 16:04:17,27.6200,3219000
2021-02-12 16:39:17,26.4200,1233500
2021-02-15 16:05:46,26.5200,278500
2021-02-16 16:12:37,26.4600,604000
2021-02-17 16:12:57,26.0200,3737000
2021-02-18 16:08:31,25.9700,1561500
2021-02-19 17:00:01,25.7000,605500
2021-02-22 16:08:10,25.2100,1364500
2021-02-23 16:14:38,25.0200,1544500
2021-02-24 15:40:45,25.0000,1788000
2021-02-25 15:40:26,25.3200,596500
2021-02-26 17:12:51,24.7700,514000
2021-03-01 16:07:33,24.0800,478000
2021-03-02 16:07:09,24.5900,433000
2021-03-03 15:41:25,25.6800,1407500
2021-03-04 16:02:20,24.5800,871000
2021-03-05 16:43:25,24.6600,566000
2021-03-08 15:40:01,24.2200,907000
2021-03-09 15:38:17,22.7300,788500
2021-03-10 15:38:20,22.0600,455000
2021-03-11 16:05:40,20.8200,790500
2021-03-12 17:14:38,21.3800,2655000
2021-03-15 16:04:52,22.8200,1329500
2021-03-16 16:02:46,22.4800,719000
2021-03-17 15:41:17,22.9600,910000
2021-03-18 16:05:29,22.0300,578500
2021-03-19 17:14:39,22.3300,1571000
2021-03-22 16:02:29,23.4500,2199500
2021-03-24 15:40:29,23.1800,449000
2021-03-25 16:00:40,23.6800,2379000
2021-03-26 17:07:18,23.3900,276000
2021-03-29 16:04:52,21.7800,1978000
2021-03-30 16:14:55,22.4500,1485000
2021-03-31 15:40:09,22.3600,560000
2021-04-01 16:02:24,22.0000,245500
2021-04-02 17:14:30,21.7500,370000
2021-04-05 16:02:35,20.2200,1371000
2021-04-06 16:10:39,20.6500,1034000
2021-04-07 16:12:37,21.4900,1654000
2021-04-08 16:07:15,23.1000,1946500
2021-04-09 17:14:30,24.8300,3478500
2021-04-12 16:15:08,24.9900,3474000
2021-04-13 16:14:11,24.0600,2779500
2021-04-14 14:40:22,23.5900,1950500
2021-04-15 14:34:13,21.1300,1331000
2021-04-16 13:09:27,21.1200,388500
2021-04-19 14:35:14,20.5200,563000
2021-04-20 14:33:56,20.2000,2218000
2021-04-21 14:36:07,20.2800,351000
2021-04-22 14:09:16,20.1100,322500
2021-04-23 13:08:00,19.9200,194000
2021-04-26 14:44:57,19.8700,426500
2021-04-27 14:32:48,19.8000,445000
2021-04-28 14:44:56,21.0200,2278500
2021-04-29 12:38:39,21.2500,1463500
2021-04-30 12:15:07,20.3600,1282500
2021-05-03 12:37:29,19.5200,632000
2021-05-04 12:37:55,19.9800,1184500
2021-05-05 12:39:00,20.0700,1938000
2021-05-06 12:39:23,20.0500,1328000
2021-05-17 16:00:01,19.7000,1381500
2021-05-18 16:04:34,19.8600,1686000
2021-05-19 15:40:07,19.7700,942000
2021-05-20 16:00:52,20.5800,4770500
2021-05-21 17:08:21,20.2200,2169500
2021-05-24 15:42:31,20.1100,1762500
2021-05-25 16:14:48,20.1200,3946500
2021-05-26 16:08:50,20.4600,4662500
2021-05-27 16:01:09,21.9900,10362500
2021-05-28 17:14:31,22.7300,12067000
2021-05-31 16:10:50,24.4300,9614500
2021-06-01 16:08:14,24.0600,8927000
2021-06-02 15:44:52,23.9900,5831500
2021-06-03 15:46:15,24.0700,3628500
2021-06-04 17:11:51,24.9100,10253500
2021-06-07 16:12:41,24.5700,4560000
2021-06-08 15:46:46,24.5100,4056000
2021-06-09 16:06:39,24.6600,3961500
2021-06-10 16:12:38,26.3200,13155000
2021-06-11 17:08:29,26.8200,11235500
2021-06-14 16:10:41,27.1700,9438000
2021-06-15 16:13:54,26.6400,3187500
2021-06-16 16:08:14,26.1700,3246500
2021-06-17 16:04:40,25.2500,3845000
2021-06-18 17:00:42,25.0200,3076500
2021-06-21 16:14:32,24.6200,1221000
2021-06-22 16:14:45,24.6800,1998000
2021-06-23 16:05:40,25.0800,4005500
2021-06-24 16:05:40,24.8200,6759500
2021-06-25 18:14:41,25.7600,14121500
2021-06-28 16:14:46,26.9000,18686000
2021-06-29 16:11:17,26.7300,10063000
2021-06-30 16:14:31,27.2600,15314500
2021-07-01 16:12:26,26.8300,4947000
2021-07-02 17:11:55,26.5700,3834000
2021-07-05 16:14:47,26.0500,3413000
2021-07-06 16:03:11,25.0500,5592500
2021-07-07 16:04:12,25.3000,4089500
2021-07-08 16:11:20,26.0600,5978000
2021-07-09 17:07:50,26.1000,6296500
2021-07-12 16:10:27,25.2000,3924500
2021-07-13 16:05:51,25.0700,3018000
2021-07-14 16:06:36,24.9700,1561000
2021-07-15 16:14:12,25.5500,4996000
2021-07-16 17:12:51,25.8100,3156000
2021-07-19 15:42:57,26.2900,4577500
2021-07-23 17:10:09,25.7000,2294000
2021-07-26 16:15:10,26.3000,8393500
2021-07-27 16:14:53,26.0400,5839500
2021-07-28 16:05:23,25.1800,2867000
2021-07-29 16:11:46,25.0400,3292500
2021-07-30 17:14:42,25.1500,3258000
2021-08-02 16:02:48,25.4200,1317000
2021-08-03 16:04:44,26.4900,4126500
2021-08-04 16:13:42,27.1600,7197000
2021-08-05 16:07:29,26.4000,7710500
2021-08-06 16:34:04,26.1800,2631000
2021-08-09 16:14:54,25.1000,2897500
2021-08-10 16:15:11,25.3400,1831500
2021-08-11 16:12:11,25.5500,2480000
2021-08-12 16:05:51,25.2100,1130500
2021-08-13 17:06:33,25.2000,1503000
2021-08-16 16:13:51,24.9200,3032500
2021-08-17 16:14:39,25.5100,5349000
2021-08-20 17:14:55,25.3900,6804500
2021-08-23 16:13:24,25.5200,4515500
2021-08-24 16:09:33,25.3300,5101000
2021-08-25 16:14:53,24.8900,2227000
2021-08-26 16:14:50,24.4100,2036500
2021-08-27 17:13:36,24.1000,2436500
2021-08-30 16:12:50,24.5700,3944500
2021-08-31 16:11:35,24.7100,5807000
2021-09-01 16:11:43,24.7900,3288000
2021-09-02 16:14:57,24.4100,1215500
2021-09-03 17:14:21,24.0300,1987500
2021-09-06 16:09:07,23.8700,1302000
2021-09-07 15:39:27,23.1200,1135000
2021-09-08 16:12:28,23.0000,910500
2021-09-09 16:10:30,23.1300,1281500
2021-09-10 17:14:16,23.1200,808500
2021-09-13 15:41:02,22.8900,2246500
2021-09-14 16:10:40,21.8600,1718000
2021-09-15 16:12:13,21.1800,1633000
2021-09-16 16:06:12,22.3700,3052000
2021-09-17 16:37:38,21.6700,1143000
2021-09-20 16:13:30,21.2200,560000
2021-09-21 16:13:21,20.3900,2245000
2021-09-22 16:11:30,19.6000,4261000
2021-09-23 16:08:33,18.1300,8097000
2021-09-24 17:13:24,17.7700,5368500
2021-09-27 16:04:45,18.3700,4887000
2021-09-28 16:14:10,19.6100,7022500
2021-09-29 16:14:36,18.4700,5776000
2021-09-30 16:05:29,18.8800,1970500
2021-10-01 17:03:29,19.7300,5144000
2021-10-04 15:38:18,20.0500,2983500
2021-10-05 16:09:17,19.6600,3509000
2021-10-06 16:07:39,19.1600,1678000
2021-10-07 16:03:30,19.2300,1577000
2021-10-08 16:42:07,18.9700,1128500
2021-10-11 16:14:38,17.7700,2271000
2021-10-12 16:13:14,18.0200,2212500
2021-10-13 16:05:18,17.5000,1309500
2021-10-14 16:14:20,18.1900,3556000
2021-10-15 17:06:55,18.3200,2060500
2021-10-18 15:38:53,17.7200,1641500
2021-10-20 16:06:51,18.1900,1507000
2021-10-21 16:03:46,17.8200,1265500
2021-10-22 17:13:08,17.4600,2380000
2021-10-25 18:00:00,17.5700,463000
2021-10-26 16:13:52,17.3000,1376500
2021-10-27 16:05:01,17.8600,1759000
2021-10-28 16:10:48,17.9800,1718500
2021-10-29 18:00:00,17.4500,1412500
2021-11-01 17:48:54,18.2000,6210500
2021-11-02 16:05:06,17.8900,2995000
2021-11-03 16:10:46,17.8200,2410000
2021-11-04 16:13:36,19.1600,14014500
2021-11-05 17:09:30,19.1200,9114000
2021-11-08 16:12:09,19.2800,5463500
2021-11-09 16:14:59,18.3200,6144500
2021-11-10 16:15:00,19.6900,8390500
