date,close,volume
2021-02-08 15:46:33,78.4000,1441000
2021-02-09 16:13:37,78.9500,1535500
2021-02-10 16:03:58,79.1300,2021000
2021-02-11 16:14:43,79.0900,2192000
2021-02-12 17:10:21,78.5600,1594000
2021-02-15 16:09:31,83.6100,2281000
2021-02-16 16:13:22,89.8800,3099000
2021-02-17 16:12:42,95.2200,3032500
2021-02-18 16:08:31,95.3800,3709000
2021-02-19 17:12:27,90.9100,2309500
2021-02-22 16:14:25,89.5500,3113500
2021-02-23 16:10:38,86.5700,1464000
2021-02-24 16:13:50,82.5900,2611500
2021-02-25 16:13:36,82.0600,3042500
2021-02-26 17:15:07,79.2800,1479500
2021-03-01 16:03:33,77.8100,1559500
2021-03-02 16:14:10,79.6500,1316000
2021-03-03 16:07:43,82.0900,1575000
2021-03-04 16:06:36,78.3000,1606000
2021-03-05 17:02:35,80.2600,1714000
2021-03-08 16:07:24,76.9300,2330500
2021-03-09 16:11:01,71.1700,1410500
2021-03-10 16:15:10,65.9400,2595500
2021-03-11 16:06:10,61.0000,2289500
2021-03-12 17:14:08,65.3600,2649500
2021-03-15 16:07:45,70.2600,1446000
2021-03-16 16:12:31,75.5200,1725500
2021-03-17 16:05:04,81.1800,1153500
2021-03-18 16:11:05,78.7800,3371000
2021-03-19 17:15:09,84.3000,2394500
2021-03-22 15:43:45,82.9900,1119000
2021-03-24 16:10:41,81.6400,424500
2021-03-25 15:45:02,80.9800,1968500
2021-03-26 17:11:18,79.9200,1864000
2021-03-29 16:02:37,73.9300,1600500
2021-03-30 16:11:39,70.7700,2985500
2021-03-31 16:07:16,70.4800,1679500
2021-04-01 16:04:24,67.2300,1697000
2021-04-02 17:13:32,68.7700,681000
2021-04-05 16:12:39,65.6700,1035500
2021-04-06 16:15:09,70.0400,2066500
2021-04-07 16:11:14,68.0300,1409000
2021-04-08 16:11:21,70.3000,945500
2021-04-09 17:13:00,72.5900,1553000
2021-04-12 16:10:19,69.0400,864500
2021-04-13 16:10:26,70.5100,1266000
2021-04-14 14:13:29,70.2800,790500
2021-04-15 14:36:10,69.2900,299500
2021-04-16 13:12:26,69.4800,159000
2021-04-19 14:41:59,66.5600,877500
2021-04-20 14:12:58,67.9200,508500
