date,close,volume
2021-02-08 15:48:53,235.0000,5400
2021-02-09 15:49:51,240.0000,10000
2021-02-11 15:48:14,232.5000,200
2021-02-12 16:43:45,240.5000,2400
2021-02-16 15:49:50,235.0000,1200
2021-02-19 16:44:32,233.0800,2300
2021-02-22 15:49:39,233.0800,100
2021-02-23 15:49:04,225.5600,2700
2021-02-25 15:45:57,230.0000,200
2021-02-26 16:42:35,233.0000,900
2021-03-01 15:44:46,225.0000,800
2021-03-02 15:46:37,230.0000,1100
2021-03-03 15:47:29,232.6900,48600
2021-03-04 15:46:05,229.7300,3100
2021-03-05 16:43:26,232.0000,5400
2021-03-08 16:08:24,230.0000,1500
2021-03-09 15:42:34,220.0000,1500
2021-03-12 16:38:19,220.0000,200
2021-03-15 15:41:06,220.0000,500
2021-03-16 15:45:47,229.6000,6500
2021-03-17 15:46:05,229.6000,100
2021-03-18 15:47:00,229.6000,100
2021-03-19 16:42:20,234.9900,400
2021-03-24 16:09:41,217.8100,14800
2021-03-25 15:47:39,223.0000,1000
2021-03-26 16:43:22,224.0000,200
2021-03-29 15:42:30,224.0000,100
2021-03-31 15:45:10,220.0100,4000
2021-04-01 16:01:45,209.5000,200
2021-04-08 15:44:15,225.2100,3500
2021-04-09 16:44:42,229.0000,400
2021-04-12 15:45:57,230.0000,1200
2021-04-13 15:47:18,235.0000,2400
2021-04-14 14:15:44,225.0000,1000
2021-04-20 14:14:42,226.0100,1100
2021-04-21 14:34:39,226.0100,100
2021-04-28 14:13:51,226.0100,100
2021-04-29 12:42:56,226.0100,100
2021-05-03 12:40:57,226.0100,100
2021-05-04 12:41:08,226.0100,100
2021-05-18 15:45:40,226.0100,100
2021-05-19 15:45:52,231.2800,12500
2021-05-20 15:47:14,230.0000,4700
2021-05-21 16:44:22,226.0600,200
2021-05-25 15:49:52,226.0000,2400
2021-05-26 15:50:08,229.9900,400
2021-05-27 15:49:39,228.0000,200
2021-05-31 15:50:02,230.0000,9700
2021-06-01 15:52:59,225.0000,600
2021-06-02 15:52:37,225.0000,100
2021-06-03 15:54:03,225.0000,1400
2021-06-04 17:05:05,230.1700,14900
2021-06-07 16:06:47,235.0000,500
2021-06-08 16:14:40,235.0000,100
2021-06-09 15:51:58,225.2000,700
2021-06-11 16:47:47,225.2000,100
2021-06-14 15:54:58,225.0000,300
2021-06-15 15:53:46,225.0000,100
2021-06-16 15:53:57,230.5000,2300
2021-06-17 16:05:25,232.0000,1700
2021-06-18 17:03:25,233.9800,900
2021-06-21 15:51:15,233.9800,900
