date,close
2010-06-10,9379.7803
2010-06-11,9471.1201
2010-06-14,9229.5996
2010-06-15,9250.5498
2010-06-16,9436.8799
2010-06-17,9676.7100
2010-06-18,9645.7100
2010-06-21,9651.3096
2010-06-22,9682.3203
2010-06-23,9715.3896
2010-06-24,9791.8896
2010-06-25,9796.8496
2010-06-28,9671.5498
2010-06-29,9702.0303
2010-06-30,9721.9102
2010-07-01,9730.9902
2010-07-02,9697.6504
2010-07-06,9575.2002
2010-07-07,9789.6904
2010-07-08,9860.9902
2010-07-09,9974.4004
2010-07-12,9979.0703
2010-07-13,10114.6504
2010-07-14,10187.0000
2010-07-15,10095.7998
2010-07-16,10153.8496
2010-07-19,10201.8496
2010-07-20,10251.5303
2010-07-21,10234.0303
2010-07-22,10228.8604
2010-07-23,10296.0400
2010-07-26,10297.6797
2010-07-27,10386.8203
2010-07-28,10436.2900
2010-07-29,10427.2803
2010-07-30,10519.0195
2010-08-02,10373.5303
2010-08-03,10388.6396
2010-08-04,10390.2695
2010-08-05,10351.7197
2010-08-06,10315.2002
2010-08-09,10026.2002
2010-08-10,9892.3203
2010-08-11,9875.6797
2010-08-12,9792.8096
2010-08-13,9823.3701
2010-08-16,9537.1299
2010-08-17,9677.8799
2010-08-18,9705.0000
2010-08-19,9847.6104
2010-08-20,9860.3496
2010-08-23,9812.0996
2010-08-24,9637.1699
2010-08-25,9553.8096
2010-08-26,9589.3701
2010-08-27,9598.7100
2010-08-30,9516.4199
2010-08-31,9813.0498
2010-09-01,9735.3799
2010-09-02,9762.8896
2010-09-03,9703.0596
2010-09-07,9748.1396
2010-09-08,9891.1299
2010-09-09,9879.3301
2010-09-14,10091.2500
2010-09-15,10046.5703
2010-09-16,10017.1396
2010-09-17,10052.9697
2010-09-20,10063.5801
2010-09-21,9992.5000
2010-09-22,9946.4199
2010-09-23,9866.7998
2010-09-24,9909.4404
2010-09-27,9936.7900
2010-09-28,9981.0703
2010-09-29,10022.2500
2010-09-30,10013.3096
2010-10-01,10042.4404
2010-10-04,10045.0303
2010-10-05,10024.8604
2010-10-06,10029.3604
2010-10-07,10191.6797
2010-10-08,10260.4805
2010-10-11,10322.5498
2010-10-12,10292.3301
2010-10-13,10389.9697
2010-10-14,10409.0195
2010-10-15,10431.8398
2010-10-18,10484.3896
2010-10-19,10464.8896
2010-10-20,10486.0195
2010-10-21,10558.7402
2010-10-22,10652.4805
2010-10-25,10703.7100
2010-10-26,10658.1504
2010-10-27,10704.1602
2010-10-28,10634.9902
2010-10-29,10598.4004
2010-11-01,10538.2695
2010-11-02,10681.8701
2010-11-03,10617.6504
2010-11-04,10702.1904
2010-11-05,10882.0000
2010-11-08,10992.2803
2010-11-10,10941.9404
2010-11-11,10905.2402
2010-11-12,10874.0195
2010-11-15,10909.6504
2010-11-16,10965.9902
2010-11-22,11205.8398
2010-11-23,11171.0898
2010-11-24,11154.8301
2010-11-26,11145.0195
2010-11-29,11163.4297
2010-11-30,11234.7598
2010-12-01,11221.8096
2010-12-02,11343.5498
2010-12-03,11406.6602
2010-12-06,11440.0703
2010-12-07,11431.0098
2010-12-08,11629.9297
2010-12-09,11569.0898
2010-12-10,11620.1504
2010-12-13,11596.6904
2010-12-14,11672.6396
2010-12-15,11786.0898
2010-12-20,11843.6504
2010-12-21,11825.0596
2010-12-22,11848.6201
2010-12-23,11792.8301
2010-12-27,11909.7305
2010-12-28,11848.0498
2010-12-29,11886.0195
2010-12-30,12031.4600
2010-12-31,12022.4600
2011-01-03,11849.4600
2011-01-04,12110.2598
2011-01-05,12140.8398
2011-01-06,12323.4697
2011-01-07,12389.0400
2011-01-10,12306.7002
2011-01-11,12267.2100
2011-01-12,12281.2402
2011-01-13,12459.4404
2011-01-14,12533.5400
2011-01-18,12658.1602
2011-01-19,12577.6104
2011-01-20,12411.8701
2011-01-21,12431.9102
2011-01-24,12370.5898
2011-01-25,12455.7500
2011-01-26,12483.3398
2011-01-27,12477.0000
2011-01-28,12481.4404
2011-01-31,12359.3604
2011-02-01,12273.3799
2011-02-02,12242.3896
2011-02-03,12359.0498
2011-02-04,12414.4102
2011-02-07,12427.3604
2011-02-08,12360.9404
2011-02-09,12299.2803
2011-02-10,12187.4697
2011-02-11,11943.3398
2011-02-14,11946.0898
2011-02-15,12077.8398
2011-02-17,12061.7695
2011-02-18,12041.1504
2011-02-22,11649.3799
2011-02-23,11523.4199
2011-02-24,11539.2598
2011-02-25,11223.5195
2011-02-28,11289.2197
2011-03-01,11608.4297
2011-03-02,11699.1602
2011-03-03,11762.0000
2011-03-04,12000.0303
2011-03-07,11974.5498
2011-03-08,11940.0098
2011-03-09,12128.1504
2011-03-10,12125.7900
2011-03-11,12045.2402
2011-03-14,12045.3799
2011-03-15,11829.2402
2011-03-16,11794.5703
2011-03-17,11858.2695
2011-03-18,11606.6104
2011-03-21,11375.1396
2011-03-22,11488.0596
2011-03-24,11564.2500
2011-03-25,11552.9199
2011-03-28,11583.0303
2011-03-29,11711.4004
2011-03-30,11808.6104
2011-03-31,11809.5400
2011-04-01,11887.1299
2011-04-04,11873.2803
2011-04-05,11901.3701
2011-04-06,11933.1699
2011-04-07,11848.8398
2011-04-08,11905.8604
2011-04-11,11874.0703
2011-04-12,11796.0898
2011-04-13,11734.7197
2011-04-14,11652.5400
2011-04-15,11684.2305
2011-04-18,11674.8301
2011-04-19,11599.2803
2011-04-20,11745.0596
2011-04-21,11923.5898
2011-04-25,11916.0195
2011-04-26,11933.4600
2011-04-27,11947.4404
2011-04-28,11966.6699
2011-04-29,12057.5400
2011-05-02,12035.8896
2011-05-03,11956.8896
2011-05-04,11672.0498
2011-05-05,11906.6904
2011-05-06,11879.9600
2011-05-09,11932.6797
2011-05-10,12012.0195
2011-05-11,12036.3604
2011-05-12,11962.1797
2011-05-13,11967.3398
2011-05-16,11902.1201
2011-05-17,11930.2402
2011-05-18,11884.6104
2011-05-19,11878.8096
2011-05-20,11973.3799
2011-05-23,12030.6396
2011-05-24,12130.5801
2011-05-25,12168.1201
2011-05-26,12198.1201
2011-05-27,12225.5195
2011-05-31,12123.1504
2011-06-01,12264.0596
2011-06-02,12179.8096
2011-06-03,12236.6602
2011-06-06,12211.6504
2011-06-07,12314.9902
2011-06-08,12367.2900
2011-06-09,12330.1396
2011-06-10,12377.7695
2011-06-13,12353.3604
2011-06-14,12337.9404
2011-06-15,12317.1504
2011-06-16,12369.1201
2011-06-17,12361.3096
2011-06-20,12165.9805
2011-06-21,12326.1396
2011-06-22,12369.4102
2011-06-23,12508.4199
2011-06-24,12455.3398
2011-06-27,12464.4902
2011-06-28,12362.4404
2011-06-29,12423.2998
2011-06-30,12496.0303
2011-07-01,12484.1699
2011-07-05,12576.4805
2011-07-06,12533.5498
2011-07-07,12441.4004
2011-07-08,12390.1201
2011-07-11,12291.9004
2011-07-12,12191.7803
2011-07-13,12262.5195
2011-07-14,12267.3301
2011-07-15,12346.5195
2011-07-18,12318.2402
2011-07-19,12443.5400
2011-07-20,12433.1699
2011-07-21,12474.7598
2011-07-22,12476.7695
2011-07-25,12440.0996
2011-07-26,12364.0596
2011-07-27,12265.5303
2011-07-28,12098.0498
2011-07-29,12190.3701
2011-08-01,12253.3896
2011-08-02,12226.3301
2011-08-03,11941.7197
2011-08-04,11846.1602
2011-08-05,11375.0898
2011-08-08,11404.1699
2011-08-09,11034.9199
2011-08-10,11311.2900
2011-08-11,11264.9502
2011-08-12,11262.0400
2011-08-15,11166.0996
2011-08-16,11233.7500
2011-08-17,11269.9502
2011-08-18,11128.5195
2011-08-19,10879.8203
2011-08-22,10894.1504
2011-08-23,10842.2598
2011-08-24,10941.0801
2011-08-25,10901.7598
2011-08-29,10903.8799
2011-08-30,11070.5801
2011-09-06,11319.1504
2011-09-07,11329.7695
2011-09-08,11348.4199
2011-09-09,11286.2100
2011-09-12,11180.6396
2011-09-13,11264.4297
2011-09-14,11297.0195
2011-09-15,11302.2197
2011-09-16,11353.4600
2011-09-19,11356.6396
2011-09-20,11522.8701
2011-09-21,11851.9805
2011-09-22,11690.2305
2011-09-23,11606.8604
2011-09-26,11265.0303
2011-09-27,11531.2402
2011-09-28,11625.6904
2011-09-29,11642.4600
2011-09-30,11761.9697
2011-10-03,11708.2500
2011-10-04,11933.2803
2011-10-05,11868.1699
2011-10-06,11839.0000
2011-10-07,11853.8398
2011-10-10,12092.3203
2011-10-11,12054.8203
2011-10-12,12059.0703
2011-10-13,11966.2900
2011-10-14,11988.0898
2011-10-17,11975.5498
2011-10-18,11912.1904
2011-10-19,11640.4600
2011-10-20,11685.1504
2011-10-21,11525.2500
2011-10-25,11517.2900
2011-10-26,11387.2197
2011-10-27,11283.4902
2011-10-28,11561.6699
2011-10-31,11868.8799
2011-11-01,11762.7197
2011-11-02,11746.0898
2011-11-03,11807.4600
2011-11-04,11957.2998
2011-11-10,11969.0498
2011-11-11,12019.3203
2011-11-14,12008.4805
2011-11-15,11994.0098
2011-11-16,11992.7695
2011-11-17,11913.4199
2011-11-18,11937.8096
2011-11-21,11894.7900
2011-11-22,11767.0000
2011-11-23,11633.9697
2011-11-25,11648.1396
2011-11-28,11494.1504
2011-11-29,11506.9404
2011-11-30,11532.8301
2011-12-01,11557.3701
2011-12-02,11372.2100
2011-12-07,11283.8896
2011-12-08,11392.5703
2011-12-09,11464.6104
2011-12-12,11477.1201
2011-12-13,11278.0195
2011-12-14,11300.9902
2011-12-15,11139.5195
2011-12-16,11028.1396
2011-12-19,11083.0303
2011-12-20,11338.0400
2011-12-21,11268.5498
2011-12-22,11306.0996
2011-12-23,11301.0898
2011-12-27,11311.3799
2011-12-28,11352.5898
2011-12-29,11435.6699
2011-12-30,11347.6602
2012-01-03,11402.0400
2012-01-04,11361.9697
2012-01-05,11187.8799
2012-01-06,11125.3496
2012-01-09,11040.2998
2012-01-10,10933.1797
2012-01-11,10930.4902
2012-01-12,10909.1201
2012-01-13,11014.4600
2012-01-17,11305.1602
2012-01-18,11547.7100
2012-01-19,11515.5898
2012-01-20,11774.6797
2012-01-23,12037.6602
2012-01-24,11991.3799
2012-01-25,11949.7500
2012-01-26,11883.9199
2012-01-27,11960.2100
2012-01-30,11883.0098
2012-01-31,11874.8896
2012-02-01,11930.5498
2012-02-02,11929.7803
2012-02-03,11982.6201
2012-02-06,12136.9199
2012-02-07,12284.6201
2012-02-08,12263.2500
2012-02-09,12213.2402
2012-02-10,12231.5996
2012-02-13,12250.0000
2012-02-14,12261.8496
2012-02-15,12311.0400
2012-02-16,12404.2402
2012-02-17,12495.6797
2012-02-21,12544.4502
2012-02-22,12603.6699
2012-02-23,12515.9199
2012-02-24,12706.5195
2012-02-27,12743.6602
2012-02-28,12739.2197
2012-02-29,12877.8799
2012-03-01,12941.3799
2012-03-02,13088.9697
2012-03-05,13278.3096
2012-03-06,13324.3398
2012-03-07,13244.9502
2012-03-08,13271.3896
2012-03-09,13352.7402
2012-03-12,13382.5400
2012-03-13,13283.6504
2012-03-14,13360.6699
2012-03-15,13451.0703
2012-03-16,13297.1201
2012-03-19,13077.7197
2012-03-20,13303.3301
2012-03-21,13293.1201
2012-03-22,13273.2900
2012-03-26,13286.7305
2012-03-27,13449.7305
2012-03-28,13575.4102
2012-03-29,13559.0996
2012-03-30,13761.7598
2012-04-02,13663.3203
2012-04-03,13700.4697
2012-04-04,13945.2998
2012-04-05,13831.4697
2012-04-09,13864.6797
2012-04-10,13903.1201
2012-04-11,13816.9600
2012-04-12,13693.7402
2012-04-13,13799.4199
2012-04-16,13770.7002
2012-04-17,13764.2197
2012-04-18,13937.9502
2012-04-19,13929.4697
2012-04-20,13936.4805
2012-04-23,14083.4404
2012-04-24,14132.5898
2012-04-25,14217.7402
2012-04-26,14066.0898
2012-04-27,14042.7695
2012-04-30,13990.3799
2012-05-02,14142.5195
2012-05-03,14419.9199
2012-05-04,14612.2803
2012-05-07,14617.9697
2012-05-08,14513.9600
2012-05-09,14613.5898
2012-05-10,14420.1904
2012-05-11,14230.4902
2012-05-14,14228.7695
2012-05-15,14313.6699
2012-05-16,14081.0703
2012-05-17,14063.0801
2012-05-18,13857.7803
2012-05-21,13875.7402
2012-05-22,14142.0801
2012-05-23,14032.8203
2012-05-24,13936.9199
2012-05-25,13925.0596
2012-05-29,14071.8496
2012-05-30,13871.7500
2012-05-31,13786.6201
2012-06-01,13876.9697
2012-06-04,13757.9102
2012-06-05,13708.2305
2012-06-06,13745.7305
2012-06-07,13717.2998
2012-06-08,13558.7002
2012-06-11,13601.4600
2012-06-12,13429.5596
2012-06-13,13368.8896
2012-06-14,13656.2002
2012-06-15,13665.7998
2012-06-18,13754.1299
2012-06-19,13682.9902
2012-06-20,13667.1797
2012-06-21,13600.5996
2012-06-22,13730.8203
2012-06-25,13642.1904
2012-06-26,13656.0400
2012-06-27,13799.1201
2012-06-28,13805.4199
2012-06-29,13801.4102
2012-07-02,14142.9199
2012-07-03,14200.7900
2012-07-05,14170.9102
2012-07-06,14310.1797
2012-07-09,14379.5400
2012-07-10,14374.3301
2012-07-11,14380.4600
2012-07-12,14401.7402
2012-07-13,14332.2900
2012-07-16,14384.5801
2012-07-17,14445.2803
2012-07-18,14596.5898
2012-07-19,14568.2100
2012-07-20,14564.4805
2012-07-23,14527.2500
2012-07-24,14512.0703
2012-07-25,14564.6797
2012-07-26,14553.2900
2012-07-27,14526.4102
2012-07-30,14511.5400
2012-07-31,14577.0000
2012-08-01,14716.8604
2012-08-02,14730.6699
2012-08-03,14676.4297
2012-08-06,14673.7695
2012-08-07,14672.2402
2012-08-08,14744.1396
2012-08-09,14759.5898
2012-08-10,14761.4902
2012-08-13,14911.9697
2012-08-15,14970.9199
2012-08-16,15000.0801
2012-08-23,15080.5498
2012-08-24,15039.1797
2012-08-27,15171.6602
2012-08-28,15234.4805
2012-08-29,15151.3096
2012-08-30,15253.7100
2012-08-31,15391.5801
2012-09-04,15388.1299
2012-09-05,15293.3896
2012-09-06,15188.5303
2012-09-07,15253.9502
2012-09-10,15240.1904
2012-09-11,15214.0195
2012-09-12,15278.4805
2012-09-13,15306.5098
2012-09-14,15449.5996
2012-09-17,15398.6797
2012-09-18,15517.1904
2012-09-19,15588.6602
2012-09-20,15452.6396
2012-09-24,15375.5195
2012-09-25,15373.4600
2012-09-26,15399.4199
2012-09-27,15357.5898
2012-09-28,15444.8203
2012-10-01,15559.9404
2012-10-02,15648.2900
2012-10-03,15712.2100
2012-10-04,15788.9600
2012-10-05,15754.3896
2012-10-08,15652.0098
2012-10-09,15688.2402
2012-10-10,15753.8203
2012-10-11,15845.2998
2012-10-12,15698.3604
2012-10-15,15746.9004
2012-10-16,15674.2998
2012-10-17,15654.6201
2012-10-18,15679.1904
2012-10-19,15792.7500
2012-10-22,15848.6299
2012-10-23,15853.8398
2012-10-24,15865.5303
2012-10-25,15812.7197
2012-10-31,15910.1104
2012-11-01,15962.3701
2012-11-02,16101.5498
2012-11-05,16156.3604
2012-11-06,16051.1396
2012-11-07,16218.0098
2012-11-08,16243.2695
2012-11-12,16213.6797
2012-11-13,16129.7197
2012-11-14,16120.5195
2012-11-15,16143.0703
2012-11-16,16197.7402
2012-11-19,16251.3799
2012-11-20,16251.7900
2012-11-21,16256.9697
2012-11-23,16237.5898
2012-11-26,16270.4805
2012-11-27,16364.7695
2012-11-28,16424.0293
2012-11-29,16527.0801
2012-11-30,16573.8594
2012-12-03,16537.9805
2012-12-04,16650.1504
2012-12-05,16675.6992
2012-12-06,16824.5508
2012-12-07,16807.9102
2012-12-10,16787.5391
2012-12-11,16701.6895
2012-12-12,16744.5996
2012-12-13,16806.5801
2012-12-14,16845.0898
2012-12-17,16801.0195
2012-12-18,16858.6797
2012-12-19,16869.8301
2012-12-20,16908.0195
2012-12-21,16865.3398
2012-12-24,16891.9395
2012-12-26,16927.3398
2012-12-27,16892.3203
2012-12-28,16943.1895
2012-12-31,16905.3301
2013-01-02,16489.9902
2013-01-03,16588.5391
2013-01-04,16648.8398
2013-01-07,16502.6504
2013-01-08,16645.7598
2013-01-09,16742.2207
2013-01-10,16529.9199
2013-01-11,16634.7109
2013-01-14,16633.1797
2013-01-15,16107.8896
2013-01-16,16181.4697
2013-01-17,16291.0898
2013-01-18,16601.7695
2013-01-22,16894.0898
2013-01-23,16908.6699
2013-01-24,17056.3594
2013-01-28,17004.9902
2013-01-29,17172.0391
2013-01-30,17205.2695
2013-01-31,17242.7402
2013-02-01,17266.2305
2013-02-04,17288.0703
2013-02-06,17408.5195
2013-02-07,17383.3203
2013-02-08,17477.9395
2013-02-11,17548.5391
2013-02-12,17611.4004
2013-02-13,17696.4492
2013-02-14,17765.8203
2013-02-15,17797.2207
2013-02-19,17817.7109
2013-02-20,17947.0703
2013-02-21,17921.0195
2013-02-22,18074.2695
2013-02-25,18020.5000
2013-02-26,17894.8906
2013-02-27,18080.9004
2013-02-28,18173.6699
2013-03-01,18185.1895
2013-03-04,18133.1309
2013-03-05,18035.9707
2013-03-06,18000.4492
2013-03-07,17992.9102
2013-03-08,17964.1797
2013-03-11,17522.5605
2013-03-12,17872.8496
2013-03-13,17760.4395
2013-03-14,17740.6895
2013-03-15,17664.8301
2013-03-18,17492.0000
2013-03-19,17693.3691
2013-03-20,17753.9707
2013-03-21,17913.6191
2013-03-22,17963.1094
2013-03-25,17961.9102
2013-03-26,17872.1504
2013-03-27,17897.9004
2013-03-28,17947.7598
2013-04-01,18272.1094
2013-04-02,18345.7402
2013-04-03,18575.8809
2013-04-04,18613.4395
2013-04-05,18636.0293
2013-04-08,18653.0605
2013-04-09,18713.6094
2013-04-10,18723.3496
2013-04-11,18764.5508
2013-04-12,18714.2793
2013-04-15,18524.5000
2013-04-16,18361.8691
2013-04-17,18394.1191
2013-04-18,18614.3594
2013-04-19,18631.2109
2013-04-22,18605.5508
2013-04-23,18647.2891
2013-04-24,18779.6602
2013-04-25,18885.5996
2013-04-26,18917.7109
2013-04-29,18822.8496
2013-04-30,18982.4199
2013-05-02,19034.5293
2013-05-03,19226.6309
2013-05-06,19256.6992
2013-05-07,19262.7402
2013-05-08,19472.5508
2013-05-09,19661.4609
2013-05-10,19916.2695
2013-05-13,20244.8203
2013-05-14,20474.6191
2013-05-15,20566.6895
2013-05-16,20416.5996
2013-05-17,20537.0293
2013-05-20,20814.1406
2013-05-21,21168.0000
2013-05-22,21458.9004
2013-05-23,21342.6504
2013-05-24,21283.7695
2013-05-28,21501.7207
2013-05-29,21441.1191
2013-05-30,21590.6602
2013-05-31,21823.0508
2013-06-03,22080.8496
2013-06-04,22274.5098
2013-06-05,22092.4199
2013-06-06,22276.6992
2013-06-07,22358.9609
2013-06-10,22150.7402
2013-06-11,22209.0703
2013-06-12,22324.5703
2013-06-13,22757.7207
2013-06-14,22541.6406
2013-06-17,22216.4609
2013-06-18,21919.6191
2013-06-19,22135.7207
2013-06-20,22015.0391
2013-06-21,21698.3496
2013-06-24,21048.0801
2013-06-25,21110.3398
2013-06-26,21002.5703
2013-06-27,21015.3398
2013-06-28,21005.6895
2013-07-01,21363.1602
2013-07-02,21644.1699
2013-07-03,21802.8594
2013-07-05,22178.3398
2013-07-08,22365.7207
2013-07-09,22721.2207
2013-07-10,22984.9395
2013-07-11,22747.1309
2013-07-12,23037.3203
2013-07-15,23172.3496
2013-07-16,23160.8906
2013-07-17,22994.7207
2013-07-18,23114.9707
2013-07-19,23428.9297
2013-07-22,23657.8105
2013-07-23,23683.2695
2013-07-24,23776.2207
2013-07-25,23573.6797
2013-07-26,23497.0703
2013-07-29,23315.1504
2013-07-30,23284.8105
2013-07-31,23312.7695
2013-08-01,23091.8594
2013-08-05,22701.3008
2013-08-06,22621.9297
2013-08-07,23237.1895
2013-08-12,23437.9902
2013-08-13,23613.1992
2013-08-15,23687.8906
2013-08-16,23673.3008
2013-08-19,23600.2305
2013-08-20,23487.2305
2013-08-21,23015.2695
2013-08-22,22714.3203
2013-08-23,22714.6797
2013-08-26,22922.2402
2013-08-27,22523.7109
2013-08-28,22236.3301
2013-08-29,22214.7305
2013-08-30,22160.8496
2013-09-03,21808.4805
2013-09-04,21875.8301
2013-09-05,22451.4609
2013-09-06,22765.8691
2013-09-09,22838.8398
2013-09-10,22992.1699
2013-09-11,23231.6797
2013-09-12,23222.2109
2013-09-13,23168.0391
2013-09-16,23242.6797
2013-09-17,23066.5000
2013-09-18,22930.0605
2013-09-19,23456.9805
2013-09-20,23595.6094
2013-09-23,23639.9707
2013-09-24,23088.4902
2013-09-25,23060.9004
2013-09-26,22780.8203
2013-09-27,22387.3105
2013-09-30,21832.6797
2013-10-01,21980.4199
2013-10-02,22189.6699
2013-10-03,22152.3496
2013-10-04,22085.9609
2013-10-07,21864.8496
2013-10-08,22080.4707
2013-10-09,21657.2207
2013-10-10,21674.9805
2013-10-11,21775.3906
2013-10-14,21599.7793
2013-10-21,21754.9492
2013-10-22,22230.4297
2013-10-23,22347.2891
2013-10-24,22360.8496
2013-10-25,22445.5898
2013-10-28,22353.1992
2013-10-29,22276.6504
2013-10-30,22310.5898
2013-10-31,22775.8496
2013-11-01,22649.0898
2013-11-04,22377.8301
2013-11-05,22790.6992
2013-11-06,23165.2109
2013-11-07,23220.2109
2013-11-08,23367.1504
2013-11-11,23381.0801
2013-11-12,23302.4609
2013-11-13,23287.0605
2013-11-18,23611.2402
2013-11-19,23819.4297
2013-11-20,23800.9707
2013-11-21,23784.1797
2013-11-22,23847.5703
2013-11-25,23978.2891
2013-11-26,23798.6992
2013-11-27,23768.3496
2013-11-29,24302.1895
2013-12-02,24401.5703
2013-12-03,24588.4707
2013-12-04,24445.3809
2013-12-05,24800.6895
2013-12-06,24870.5508
2013-12-09,24998.8906
2013-12-10,24878.6797
2013-12-11,24972.9004
2013-12-12,25072.0000
2013-12-13,25256.6895
2013-12-16,25298.3203
2013-12-17,25350.1992
2013-12-18,25524.4609
2013-12-19,25472.6406
2013-12-20,25579.3301
2013-12-23,25417.6309
2013-12-24,25366.6895
2013-12-26,25370.0293
2013-12-27,25258.0508
2013-12-30,25283.9609
2013-12-31,25261.1406
2014-01-02,25962.1797
2014-01-03,26046.7109
2014-01-06,26169.8301
2014-01-07,26259.5703
2014-01-08,26341.0801
2014-01-09,26373.2402
2014-01-10,26488.3203
2014-01-13,26590.6895
2014-01-15,26761.7793
2014-01-16,26730.2402
2014-01-17,26913.8496
2014-01-21,27104.6992
2014-01-22,27015.1191
2014-01-23,27064.3398
2014-01-24,27002.8906
2014-01-27,26670.5996
2014-01-28,26653.7305
2014-01-29,26595.6309
2014-01-30,26607.6406
2014-01-31,26784.3398
2014-02-03,26946.0996
2014-02-04,26751.4492
2014-02-06,26862.5098
2014-02-07,26681.7793
2014-02-10,26255.2109
2014-02-11,26240.4102
2014-02-12,26677.2695
2014-02-13,26541.2598
2014-02-14,26394.1309
2014-02-18,25884.3809
2014-02-19,25686.9297
2014-02-20,25506.8008
2014-02-21,25603.3496
2014-02-24,25773.8105
2014-02-25,25559.6094
2014-02-26,25500.5000
2014-02-27,25478.9297
2014-02-28,25783.2793
2014-03-03,25853.5391
2014-03-04,26209.3809
2014-03-05,26521.9902
2014-03-06,26842.5293
2014-03-07,26892.2305
2014-03-10,27176.2598
2014-03-11,27309.0195
2014-03-12,27115.1992
2014-03-13,27083.1191
2014-03-14,27124.4707
2014-03-17,27229.0996
2014-03-18,27246.9707
2014-03-19,27258.6797
2014-03-20,27148.5195
2014-03-21,26765.4902
2014-03-24,26391.4102
2014-03-25,26670.1406
2014-03-26,26821.9199
2014-03-27,27165.4902
2014-03-28,27116.1309
2014-03-31,27159.9102
2014-04-01,27565.5000
2014-04-02,27932.0195
2014-04-03,28336.3594
2014-04-04,28408.0293
2014-04-07,28578.9609
2014-04-08,28653.3691
2014-04-09,28941.0098
2014-04-10,29250.5391
2014-04-11,29249.4395
2014-04-14,29094.1191
2014-04-15,29095.7695
2014-04-16,29458.1504
2014-04-17,29350.3398
2014-04-21,28878.7695
2014-04-22,29191.8398
2014-04-23,28717.1895
2014-04-24,28786.7402
2014-04-25,28850.0801
2014-04-28,28691.6191
2014-04-29,28436.5898
2014-04-30,28912.9805
2014-05-02,28921.1309
2014-05-05,28629.6309
2014-05-06,28383.1992
2014-05-07,28330.0293
2014-05-08,28511.0195
2014-05-09,28494.5391
2014-05-12,28343.8809
2014-05-13,28411.4902
2014-05-14,28528.1895
2014-05-15,28843.0195
2014-05-16,28883.3301
2014-05-19,28951.3809
2014-05-20,28842.9199
2014-05-21,28760.1191
2014-05-22,28741.5508
2014-05-23,28756.0000
2014-05-27,29048.2109
2014-05-28,28987.3203
2014-05-29,29543.5801
2014-05-30,29737.6895
2014-06-02,29789.8496
2014-06-03,29504.9805
2014-06-04,29452.2305
2014-06-05,29417.1992
2014-06-06,29509.1094
2014-06-09,29472.5195
2014-06-10,29540.7207
2014-06-11,29783.3008
2014-06-12,29766.3809
2014-06-13,29730.8594
2014-06-16,29651.0391
2014-06-17,29324.5996
2014-06-18,29157.9805
2014-06-19,28674.3691
2014-06-20,28691.8398
