date,cpi_yoy
2010-01-01,12.9389
2011-01-01,11.9161
2012-01-01,9.6824
2013-01-01,7.6922
2014-01-01,7.1894
2015-01-01,2.5293
2016-01-01,3.7651
2017-01-01,4.0854
2018-01-01,5.0781
2019-01-01,10.5780
2020-01-01,9.7401
2021-01-01,9.4964
2022-01-01,19.8739
2023-01-01,30.7681
2024-01-01,12.6325
